JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary
Senior UX Data Scientist,Oracle,"Bengaluru, Karnataka",Posted18 days ago,2022-02-06,Strong analytic skills related to working with unstructured datasets (especially clickstream data).,
Senior Engineer- Machine Learning (Data Scientist),Ignitarium Technology Solutions,India,Posted30+ days ago,2022-02-06,"Experience in Python and (NumPy, Scikit-learn, Scipy, Pandas).",
Member Technical Staff - OCI Data Science,Oracle,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"At every level, our engineers have a significant technical and business impact designing and building innovative new systems to power our customerâ€™s business…",
Data Scientist,Country Veggie jobs,"Agra, Uttar Pradesh",Posted30+ days ago,2022-02-06,Develop custom data models and algorithms to apply to data sets.,
Data Scientist,Careator Technologies jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.",
"Machine Learning Engineer, AccSec",Twilio jobs,"Bengaluru, Karnataka",Posted23 days ago,2022-02-06,Transform data science prototypes and applying appropriate ML algorithms and tools.,
Sr NLP & Text Mining Data Scientist,Evolent Health,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Perform analysis of provider and claims data sets.,
Senior Data Scientist,Microsoft,"Bengaluru, Karnataka+1 location",Posted30+ days ago,2022-02-06,# Running end-end data sciences projects from a conceptualization to completion.,
"newData Scientist, Amazon ML Solutions Lab",AISPL - Karnataka,"Bengaluru, Karnataka",Posted5 days ago,2022-02-06,Strong communication and data presentation skills.,
Machine Learning Intern,Crescer AI jobs,Remote,EmployerActive 8 days ago,2022-02-06,Strong data visualization and communication skills.,
Machine Learning Research Engineer,Skit (previously Vernacular.ai) jobs,"Temporarily Remote in Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"This includes the data pipelines, experiment prototypes, fast and scalable deployment models, and evaluation, visualization and monitoring systems.",
Data Scientist,FIS Global,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Use quantitative and statistical methods to extract data and insights from structured and unstructured data.,
Data Scientist/Data Analytics/Automation/Process Innovation...,Bayer,"Bengaluru, Karnataka",Posted20 days ago,2022-02-06,Individuals in this role also support innovation and data analytics.,
Data Scientist,WishFin,"Noida, Uttar Pradesh",Posted30+ days ago,2022-02-06,Defines the data requirements of the analytic solution.,
Data Scientist,Contentstack jobs,"Mumbai, Maharashtra",Posted13 days ago,2022-02-06,"Analyze raw data, create and maintain optimal data pipeline architecture to improve data reliability and quality.",
Data Scientist,Smiths Detection,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Understanding of data structures, data modeling and software architecture.",
Data Engineer: Machine Learning,IBM,"Bengaluru, Karnataka",Posted9 days ago,2022-02-06,"Data expertise to manipulate and integrate big data and different data types such as Videos, Images, Documents (pdfs, xls, csv) and other structured data bases…",
Data Scientist - Bangalore,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",Posted26 days ago,2022-02-06,"Analyze data, identify patterns, visualize outcome while working iteratively with business.",
Data Science Engineer,FactSet Research Systems,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,"Experience with data visualization and NLP is a huge plus, as is experience developing data-driven prototypes.",
Data Scientist,Netradyne jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Perform data wrangling tasks such as acquiring, cleaning, structuring and enriching data.",
Data Scientist,Zscaler,"Bengaluru, Karnataka",Posted26 days ago,2022-02-06,"You might not be an expert in every stage of a Machine Learning project, but you should have interests and curiosity in various parts ranging from the data to…",
Data Scientist,Kline & Company jobs,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,Building and optimizing data models using machine learning techniques.,
Sr. Data Scientist,Signify,"Bengaluru, Karnataka",Posted11 days ago,2022-02-06,"Applicants will be expected to work with a diverse set of data sources, such as time series data, graph data, semi-structured and unstructured data, and build…",
Senior Data Scientist,iSOCRATES jobs,"Mysore, Karnataka",Posted30+ days ago,2022-02-06,Manages and architects a variety of data and analytic platforms & develops proprietary data and technology.,
GM - Data Scientist,Vodafone Idea,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,Well versed with writing efficient SQL scripts for data acquisition and data aggregation.,
newAnalytics Manager,WELLS FARGO BANK,Telangana+2 locations,Posted2 days ago,2022-02-06,Ensures adherence to data management/data governance regulations and policies.,
Data Scientist,Ola Cabs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,We are looking for great problem solvers who can tap into the potential of data and deliver scalable and robust data products.,
Associate - Data Science/Business Analyst,Affine jobs,"Hyderabad, Telangana",Posted13 days ago,2022-02-06,Substantial hands-on experience with data handling.,
newLead data Scientist,Rakuten,"Bengaluru, Karnataka",Posted1 day ago,2022-02-06,"Possesses solid understanding of data mining principles: predictive analytics, mapping, collecting data from multiple data systems on premises and cloud-based…",
Consultant/Senior Consultant – Data Science,Absolutdata,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Lead and groom the pool of data scientists for solving complex problems using data science.,
Data Scientist,Klevu Oy jobs,India,Posted15 days ago,2022-02-06,Be the bridge between data engineering and data scientists.,
Data Scientist - Deputy Manager,Paytm,India,Posted21 days ago,2022-02-06,Data driven engaging platform for gaming enthusiast.,
Data Scientist,Impact Guru,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,"Experience with data management technologies like Hadoop, Hive, Snowflake, etc.",
Machine Learning Python Trainer,Cybrom Technology Pvt Ltd (Appin Technology) jobs,"Bhopal, Madhya Pradesh",Posted30+ days ago,2022-02-06,We Are Looking For An Expert In Machine Learning Professionals Who Can Associate With Us As A **Full Time Machine Learning Python Trainer Preferably From Bhopal…,"₹4,00,000 - ₹7,00,000 a year"
Manager - Data Scientist,Morgan Stanley,"Mumbai, Maharashtra",Posted26 days ago,2022-02-06,? 3-7 years of experience in advanced statistical analysis techniques including multi-variable data analysis and predictive modeling techniques.,
Junior Data Scientist:,Embien jobs,"Madurai, Tamil Nadu",Posted30+ days ago,2022-02-06,View all Embien jobs - Madurai jobs,
newMachine Learning Engineer,SAUBHAGYAM WEB PVT. LTD.,"Ahmedabad, Gujarat",EmployerActive 1 day ago,2022-02-06,"Job Types: Full-time, Regular / Permanent.",
DATA SCIENTIST,Weatherford,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,"Utilize data from databases, historians, and/or data lakes.",
Data Scientist,GridEdge Technologies jobs,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Extending company’s data with third party sources of information when needed.,
Data Scientist,Techlive jobs,"Noida, Uttar Pradesh",Posted30+ days ago,2022-02-06,View all Techlive jobs - Noida jobs,
Data Science Online Trainer,Prognoz jobs,India,Posted30+ days ago,2022-02-06,1+ year experience in Data Science.,
newSenior Software Engineer (Data Science),Micron,"Hyderabad, Telangana+1 location",Posted3 days ago,2022-02-06,"Design, architect, and develop a scalable and supportable data pipeline which includes data warehousing, data integration and ETL processing.",
Lead Data Scientist,MABZONE IT SOLUTIONS jobs,"Mohali Sas Nagar, Chandigarh",EmployerActive 6 days ago,2022-02-06,1 to 3 years of Proven experience as a Data Scientist using Python.,"₹42,687 - ₹1,00,000 a month"
Data Scientist,BDB jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,3+ years of experience in using statistical and data mining techniques to solve real business problems.,
newSenior Analyst-Data Science,Accenture,"Bengaluru, Karnataka+1 location",Posted3 days ago,2022-02-06,"In the Data Science team, you will manage and analyze data in order to build data driven business insights and high impact data models to generate significant…",
newData Scientist,Mount Talent Consulting,"Hyderabad, Telangana+1 location",Posted3 days ago,2022-02-06,"Experience in Hands-on data mining and predictive modelling experience (clustering / classification using decision trees, linear/logistic regression, etc.).",
ACN - Applied Intelligence - GCP - Data Science - 07,Accenture,"Gurgaon, Haryana+3 locations",Posted8 days ago,2022-02-06,O Experience in structured and unstructured data.,
Data Scientist II,Groupon,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Develop algorithms, data pipelines, and automated processes to create a data science-backed solution that meets a business need for improving our customer or…",
newManager Content_Machine Learning & Artificial Intelligence,HIRINGLENS jobs,"Temporarily Remote in Delhi, Delhi",EmployerActive 4 days ago,2022-02-06,Looking to hire passionate educators with relevant industry experiences in Machine Learning and Data Science.,"₹83,333 - ₹1,66,666 a month"
newData Scientist - Supply Chain Analytics,Chainalytics,"Bengaluru, Karnataka",EmployerActive 3 days ago,2022-02-06,Procure data from multiple data sources and do data wrangling to convert it into analytical dataset to perform predictive modelling.,
Data Scientist,Aspire Systems,"Chennai, Tamil Nadu",Posted30+ days ago,2022-02-06,Present information using data visualization techniques.,
Data Scientist,Toluna,"Gurgaon, Haryana",Posted30+ days ago,2022-02-06,Develop scripts in Confirmit/Toluna Start to capture data from various surveys ensuring the data hygiene and correctness of the data.,
newSenior Data Scientist,Spiceworks,+4 locationsTemporarily Remote,Posted2 days ago,2022-02-06,"Work closely with stakeholders on the data supply side (e.g. application engineers) and data demand side (e.g., BI analysts, data scientists, product managers,…",
newVice President - Data Science,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",Posted2 days ago,2022-02-06,Minimum 5+ years of working experience as a hands-on data scientist is must.,
Scientist I - AI/ ML,Philips,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Aware about different classification, segmentation techniques in computer vision, clustering and data analytics technics for numerical data and/or processing of…",
Risk Analytics (Risk Management),Morgan Stanley,"Mumbai, Maharashtra",Posted11 days ago,2022-02-06,"? ? Up to 2 years of work experience in quantitative modeling, Risk Management, algorithmic trading, global markets or any other quantitative/Data Science field…",
Machine learning Engineer,Barclays,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Demonstrated experience of designing and executing data related projects using relevant frameworks.,
"Data Scientist, PHM",Collins Aerospace,"Bengaluru, Karnataka",Posted25 days ago,2022-02-06,Develop status and RUL dashboards using Azure data analytics tools.,
DATA SCIENCE MANAGER SMART MFG & AI,Micron,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,Influence and develop data science strategies and applications.,
Machine Learning Engineer,Recbots jobs,"Chennai, Tamil Nadu",EmployerActive 2 days ago,2022-02-06,View all Recbots jobs - Chennai jobs,"₹6,30,000 a year"
Data Scientist (Python),iCliniq jobs,"Coimbatore, Tamil Nadu",Posted29 days ago,2022-02-06,"Should have good knowledge of AWS products especially, AWS SageMaker, S3 Buckets, Textract OCR, Comprehend Medical and manage data science workflows in Cloud…",
Sr. Data Scientist,Harman International,"Bengaluru, Karnataka",Posted22 days ago,2022-02-06,A high comfort level with data manipulation and extraction of meaningful insights from large data and prior experience of working with large data is a plus.,
Applied ML engineer,sybill jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"3+ years of experience as an ML engineer, data scientist, CV/NLP researcher, or in a related role.","₹25,00,000 - ₹55,00,000 a year"
newData Science Expert - Quality & Test Engineering,SAP,"Bengaluru, Karnataka",Posted4 days ago,2022-02-06,"And experience in using different statistical models towards data cleaning, preparation of data for practical use, data mining with advanced data science…",
Data Science Manager,Accenture,India,Posted30+ days ago,2022-02-06,Design and implement scalable data repositories to integrate qualitative and quantitative research data.,
Data Engineer,Advance Auto Parts,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,"Leverage analytical tools (SQL, Python, R) and data mining techniques to perform advanced data manipulation and extract insights from large databases.",
"Associate Director, Data Science, Neurology",Eisai jobs,Remote in Orissa,Posted30+ days ago,2022-02-06,Expertise in data visualization techniques.,
Data Scientist/ Machine Learning Consultant ( UK Location),Imurgence jobs,India,Posted30+ days ago,2022-02-06,Data wrangling and data cleansing experience.,
Senior Data Scientist,GSN Games jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Collaborate with other data scientists and data analysts to build, tune, and optimize machine learning models to optimize all aspects of the business.",
Data Scientist,NextGen Healthcare,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,The successful candidate will have a strong bias toward data visualizations that support data-driven decision making.,
Data Scientist,BD,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Technology Solutions provides data products and solutions to our customers using in-depth detailed medical device and hospital data to improve the safety and…,
Data Scientist - Climate,Institutional Shareholder Services,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,Experience - 1 to 3 years as a data scientist or data engineer.,
Data Scientist,Cyient,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,Automated data pipelines for AI.,
Senior Data Scientist,Michael Page,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Design and develop state-of-the-art, data-driven analysis, models and decision strategies to solve science and business problems.",
Machine Learning,"Mojocare, Alpha Digital Health jobs","Bengaluru, Karnataka",Posted24 days ago,2022-02-06,"Expertise with TensorFlow, keras or pytorch.",
Lead Data Scientist,MABZONE IT SOLUTIONS jobs,"Mohali Sas Nagar, Chandigarh",Posted30+ days ago,2022-02-06,1 to 3 years of Proven experience as a Data Scientist using Python.,"₹42,687 - ₹1,00,000 a month"
Deep Learning Engineer,"Deeplite, Inc. jobs","Bengaluru, Karnataka",Posted16 days ago,2022-02-06,"Strong working knowledge of deep learning, and experience utilizing theoretical and empirical research to solve real-world problems.",
Data Analytics Support Specialist,Deloitte,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,"5+ years of experience in relational databases, data frames, performing data transformations and data modelling.",
Staff Data Scientist,Twilio jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Utilize APIs to further extract and enrich data.,
Data Scientist 4 - Cloud Engineering Infrastructure Developm...,Oracle,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Work with fellow data scientists/ML engineers to build ML models, effectively communicating your needs and understanding theirs and address external and…",
Senior Data Scientist,Baker Hughes,"Temporarily Remote in Mumbai, Maharashtra+1 location",Posted30+ days ago,2022-02-06,"Technical expertise with data models, data mining, and partitioning techniques.",
Data Science,GadgEon jobs,"Kochi, Kerala",Posted30+ days ago,2022-02-06,"The person shall work with system engineers, data engineers and software engineers to research, design and implement machine learning solutions for complex…",
newSr Executive- Analytics Sales Delivery,NielsenIQ,"Mumbai, Maharashtra",Posted1 day ago,2022-02-06,"Serve as primary contact to assigned client contacts on ad-hoc analyses and understand and respond to questions on content, basic data issues/questions, report…",
Big Data Engineer (Python),StartUs Insights,Remote,Posted30+ days ago,2022-02-06,3+ years work experience with big data/data engineering/DAG stateful-stream-processing / data pipelines.,"₹5,49,354 - ₹18,28,920 a year"
newMachine Learning Engineer,Appsly Infotech,"Surat, Gujarat",Posted1 day ago,2022-02-06,Past Experience of 2-3 years as a Machine learning engineer.,
Machine learning Engineer,Barclays,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Demonstrated experience of designing and executing data related projects using relevant frameworks.,
Data science faculty,Edure jobs,"Thiruvananthapuram, Kerala",Posted12 days ago,2022-02-06,"Candidate Should have good knowledge in Machine Learning, Deep Learning & Artificial Intelligence with practical knowledge in Django web Development/Flask…","₹15,000 - ₹30,000 a month"
Machine learning Engineer,Barclays,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Demonstrated experience of designing and executing data related projects using relevant frameworks.,
Data science faculty,Edure jobs,"Thiruvananthapuram, Kerala",Posted12 days ago,2022-02-06,"Candidate Should have good knowledge in Machine Learning, Deep Learning & Artificial Intelligence with practical knowledge in Django web Development/Flask…","₹15,000 - ₹30,000 a month"
newLead Decision Scientist,sharechat,"Remote in Bengaluru, Karnataka",Posted5 days ago,2022-02-06,Identify valuable data sources and automate collection processes.,
Data Scientist III,InMobi,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Comfortable with the big data ecosystem.,
Sr Data Scientist,Cashify,"Gurgaon, Haryana",Posted30+ days ago,2022-02-06,A Data scientist is responsible for the technical implementation of current and future data warehouse.,
Commercial data scientist,PayPal,"Chennai, Tamil Nadu",Posted30+ days ago,2022-02-06,You will set and execute on a vision for your team that reflects your deep analytical expertise.,
Data Scientist - Innovation,UBS,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,"Strong working knowledge of Python ( SciPy, scikit-learn, pandas, TensorFlow) and SQL for data wrangling, data analysis, modelling.",
Lead Data Scientist - Machine Learning,Advance Auto Parts,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,"Experience with data mining and data cleaning, including JSON data formats.",
Data Science Lead,TA Digital,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,"Manage a team of data scientists, machine learning engineers, and big data specialists.",
SENIOR STATISTICIAN,Young Turtle LLP jobs,"Ahmedabad, Gujarat",Posted30+ days ago,2022-02-06,Defining and Identifying stock market movements form the large pool of trading data.,"₹36,488 - ₹70,117 a month"
Data Analytics Specialist - Power BI,3M - TCOE,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,5+ years of data analytics and/or coding experience.,
Senior Executive - Data Scientist,The Walt Disney Company (Corporate),"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,Candidates should have an inherent passion for data and data driven thinking and be adept at extracting patterns from volumes of data to drive strategy and…,
Associate Data Scientist - II,Philips,"Bengaluru, Karnataka",Posted10 days ago,2022-02-06,Strong passion for empirical research and for answering hard questions with data.,
Engineering Manager - Machine Learning,GO-JEK jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Experience working with large data sets, coming from varied sources.",
"Technical Solutions Engineer, Big Data, Google Cloud",Google,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Experience in data analytics, warehousing, ETL development, data science or other Big Data applications.",
newData Science Application Lead,Accenture,"Hyderabad, Telangana+2 locations",Posted3 days ago,2022-02-06,"Key Responsibilities : 1 Undertaking data collection, preprocessing and analysis2 Building models to address business problems3 Presenting information using…",
Data Scientist (Freelance),2COMs,"Delhi, Delhi+7 locations",Posted15 days ago,2022-02-06,"They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using…","₹5,00,000 - ₹10,00,000 a year"
newSenior Member Technical Staff - OCI Data Science,Oracle,"Bengaluru, Karnataka",PostedToday,2022-02-06,"Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.",
"newApplied Scientist II, Amazon Go",ADCI - Karnataka,"Bengaluru, Karnataka",Posted1 day ago,2022-02-06,"As a computer vision scientist, you will help solve a variety of technical challenges and mentor other engineers.",
Applied Scientist I,ADSIN - Karnataka,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Graduate degree (MS or PhD) in Electrical Engineering, Computer Science, Mathematics or Physics with specialization in speech recognition, natural language…",
Data science faculty,Edure jobs,"Thiruvananthapuram, Kerala",EmployerActive 1 day ago,2022-02-06,"Candidate Should have good knowledge in Machine Learning, Deep Learning & Artificial Intelligence with practical knowledge in Django web Development/Flask…","₹15,000 - ₹30,000 a month"
Lead Data Scientist,Thoucentric jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Mentor and work with team of data scientists and data engineer to build advanced analytical solutions for clients.,
Data Scientist,Kovai.co jobs,"Coimbatore, Tamil Nadu",Posted30+ days ago,2022-02-06,2 + years of experience in undertaking data science projects.,
Senior Data Scientist,Ecolab,"Bengaluru, Karnataka+1 location",Posted9 days ago,2022-02-06,5+ Years professional experience in a data scientist/analyst role or similar.,
Data Scientist - Data Technology,MSCI Inc,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Research and develop new data science methodologies applicable to several areas of data management life cycle.,
Deep Learning Computer vision speacialist,Dataviv Technologies jobs,"Mumbai, Maharashtra",EmployerActive 1 day ago,2022-02-06,"Image processing and enhancement techniques like convolution, filtering, edge detection, image annotation, histograms etc.",
Freelancing Data Scientist Trainer,Floating Minds Infotech jobs,"Remote in Pune, Maharashtra",EmployerActive 2 days ago,2022-02-06,Ø Able to understand various data structures and common methods in data transformation.,
Data Scientist,RGF Professional Recruitment jobs,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,Curate and connect external data sets for broad enterprise-wide analytic usage.,
Machine Learning Engineer: BTP Core,SAP,"Bengaluru, Karnataka",Posted17 days ago,2022-02-06,"Basic understanding of statistical concept; solid data science knowledge; ability to collect, explore and analyze large amount of data.",
newAnalyst Business Intelligence Analytics,Empower Retirement,"Bengaluru, Karnataka",Posted1 day ago,2022-02-06,Acquire data from primary or secondary data sources and maintain databases/data systems.,
"Lead Data Scientist, Marketplace",GO-JEK jobs,"Remote in Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Our main responsibility is to build data products for our ride-hailing, logistics, food delivery, and payments services.",
Data Scientist,Nutanix,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Analyze data for trends and patterns, and Interpret data with a clear objective in mind.",
Data Scientist/ Sr. Data Scientist- Data Science Practice,Tredence,"Delhi, Delhi+2 locations",Posted30+ days ago,2022-02-06,"Strong understanding with data infrastructure, data warehouse, or data engineering.",
Senior Data Scientist (Marketplace),Walmart Global Tech India jobs,"Bengaluru, Karnataka",Posted11 days ago,2022-02-06,The senior data scientist role will be part of the data science team and will play a key role working along with others within the Marketplace engineering…,
PYTHON AND DATA SCIENCE - Trainer (part-time),LIVEWIRE - Thane (Division of CADD Centre) jobs,"Thane, Maharashtra",Posted30+ days ago,2022-02-06,LIVEWIRE is a division of CADD Centre which is a 33-year-old NSDC Approved Globally Recognized Training Organization with 1000 plus centers across 30+ countries…,"₹12,000 - ₹25,000 a month"
newData Scientist – Senior Associate - PwC Labs - Bangalore,PwC,"Bengaluru, Karnataka",Posted3 days ago,2022-02-06,"Or numerical methods, data mining, data wrangling and data-driven problem solving, including.",
Global Data Management - Quantitative Data Scientist ( 12 Mo...,S&P Global,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,"Liaise with data vendors (S&P Global Market Intelligence in particular) to understand data structure and definitions, incorporating this knowledge into our data…",
newLead data Scientist,Rakuten,"Bengaluru, Karnataka",Posted1 day ago,2022-02-06,"Possesses solid understanding of data mining principles: predictive analytics, mapping, collecting data from multiple data systems on premises and cloud-based…",
newStaff Data Scientist - IND,Spiceworks,+4 locationsTemporarily Remote,Posted2 days ago,2022-02-06,Experience leading and mentoring data scientists.,
"newApplied Scientist, Natural Language Understanding, Alexa AI",ADCI - Karnataka,"Bengaluru, Karnataka",Posted8 days ago,2022-02-06,0-4 years experience in machine learning and data science.,
Machine Learning and Data Scientist,Camsdata jobs,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,Participate in data architecture and engineering decision-making to support analyticsUnderstanding machine learning algorithms.,
newAnalytics Manager,WELLS FARGO BANK,Telangana+2 locations,Posted2 days ago,2022-02-06,Ensures adherence to data management/data governance regulations and policies.,
Data Scientist,Blackbuck,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Structure the available data to be able to better mine patterns and derive insights; BlackBuck’s network generates diverse data varying from clickstream…,
Senior Data Scientist,GE Healthcare,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Work with data engineers on data quality assessment, data cleansing and data analytics.",
newLead Data Scientist,Verizon,"Chennai, Tamil Nadu",Posted2 days ago,2022-02-06,"Directing the gathering of data, assessing data validity and synthesizing data into large analytics datasets to support project goals.",
Machine Learning,Cybage,Remote,Posted30+ days ago,2022-02-06,"Experience in Machine Learning technique such as Logistic Regression, Random Forest, XgBoost, SVM etc.",
Data Scientist,GridEdge Technologies jobs,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Extending company’s data with third party sources of information when needed.,
Data Scientist,Big Data BizViz (BizViz Technologies Pvt. Ltd) jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,3+ years of experience in using statistical and data mining techniques to solve real business problems.,
Senior Data Scientist - Logistics,GO-JEK jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"In this role, you will get to mine insights from the sea of data, build data products, and design experiments with the ability to see the real-time impact of…",
Data Scientist,GLOINNT jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Knowledge of statistical or data science methods to deliver insights.,
Data Science - Senior Data Scientist,Paytm,"Delhi, Delhi",Posted9 days ago,2022-02-06,Present information using data visualization techniques.,
DATA SCIENTIST,Mapmygenome jobs,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,At least 1 - 2 years of experience in quantitative analytics or data modelling.,
Jr. Data Scientist,xtLytics jobs,"Noida, Uttar Pradesh",Posted30+ days ago,2022-02-06,"Use strong business acumen, as well as an ability to communicate findings and mine vast amounts of data for useful insights.",
Brand Technical Specialist - Data Science & Data Governance,IBM,"Mumbai, Maharashtra",Posted11 days ago,2022-02-06,"Client Technical Specialists (CTP) are the technical experts and advisors to clients, IBM sales teams and/or IBM Business Partners.",
"Data Scientist, Machine Learning",+1 location,"Bengaluru, Karnataka+1 location",Posted30+ days ago,2022-02-06,Strong skills in data-structures and ML algorithms.,
Data Science Engineer,Siemens Technology and Services Private Limited,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Class of any domain specific data!,
Junior Data Scientist,Soothsayer Analytics jobs,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,"Collaborate with other engineers, data scientists, and product/business people.",
Advanced Analytics Expert - Data Scientist,Hewlett Packard Enterprise,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Ability to translate business requirements into mathematical models and data science objectives to achieve measurable business outcomes.,
newApplication Developer (Microsoft Technologies),Hewlett Packard Enterprise,"Bengaluru, Karnataka",Posted4 days ago,2022-02-06,HPE Pointnext “Digital Customer Experience” program is currently seeking highly qualified and motivated data evangelist candidates for a role as a data…,
Sr. Data Scientist-I,General Mills,"Remote in Mumbai, Maharashtra",Posted8 days ago,2022-02-06,Constructively challenge the other data scientists on approach.,
newDeep Learning Engineer,Excellence and Eminence LLP jobs,"Mumbai, Maharashtra",Posted4 days ago,2022-02-06,Experience in analysing complex problems and translating them to data science algorithms with due attention to computational efficiency and testing at scale.,
newAI/ML Engineer,ValueLabs,"Hyderabad, Telangana",Posted3 days ago,2022-02-06,Looking for AI/ML Engineer with Artificial Intelligence or Machine Learning Experience with Python or .Net.,
newSenior R&D Engineer (ML / AI / Data Science / Analytics),Synopsys,"Bengaluru, Karnataka",Posted4 days ago,2022-02-06,Strong background in algorithms and data structures.,
newSpec Analytics Analyst 2,Citi,"Bengaluru, Karnataka+2 locations",Posted5 days ago,2022-02-06,"Responsible for documenting data requirements, data collection / processing / cleaning, and exploratory data analysis; which may include utilizing statistical…",
Machine Learning Engineer,Qritrim jobs,"Temporarily Remote in Chandigarh, Chandigarh",Posted30+ days ago,2022-02-06,Taking advantage of petabytes of data from heterogeneous source mixes to create efficient data ingestion models and develop data parsers.,
"Manager, Data & Analytics",Carlson Wagonlit Travel,"Remote in Gurgaon, Haryana",Posted8 days ago,2022-02-06,Support data reconciliation project to identify payment gaps through the audit of supplier payment data vs RoomIt booking data.,
Lead Data Scientist,Joveo jobs,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,"Collaborate with data scientists , data engineers and business to incorporate their expertise into data science solutions.",
Senior Machine Learning Engineer,F(x) Data Labs jobs,"Ahmedabad, Gujarat",Posted17 days ago,2022-02-06,Candidates having 3+ years of relevant experience are eligible to apply for this role.*.,"₹6,00,000 - ₹8,00,000 a year"
Wavemaker | Data Science,Wavemaker,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,"Curate, model and analyse data from multiple source (e.g., 1stparty data, vertical competitive benchmarks, third-party data, etc.) that tell the best story for…",
Data Science Expert,Dassault Systèmes,"Pune, Maharashtra",Posted27 days ago,2022-02-06,Participate in the specifications of the architecture and the requirements management data model.,
Data Scientist - Market Mix Modelling,Blend360,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,Proven ability to visualize data for influencing.,
Senior Data Scientist,Applied Data Finance jobs,"Chennai, Tamil Nadu",Posted30+ days ago,2022-02-06,Assess the effectiveness and accuracy of new data sources and data gathering techniques.,
"Data Scientist, Machine Learning",+1 location,"Bengaluru, Karnataka+1 location",Posted30+ days ago,2022-02-06,Strong skills in data-structures and ML algorithms.,
